Tenure Months,Total Charges,Churn Value,Churn Score,CLTV,Geo Cluster,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_Yes,Online Backup_Yes,Device Protection_Yes,Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Contract_encoded
15,826,1,59,5347,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0
8,799,1,92,4974,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1
13,841,1,86,4374,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0
18,1485,1,66,2832,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
10,4954,1,82,3572,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
8,2950,1,52,3350,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0
9,1947,1,74,5419,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0
4,324,1,59,2873,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1
10,3847,1,55,2804,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0
11,1030,1,66,4977,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
19,1962,1,85,5398,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0
9,4501,1,83,5830,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,1
9,3330,1,78,2412,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1
3,1206,1,81,4378,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0
8,3308,1,53,5908,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0
8,617,1,66,5556,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0
16,4936,1,52,3052,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0
1,5000,1,76,2212,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0
16,4868,1,60,3649,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,1
2,4402,1,90,5306,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1
11,4398,1,82,2424,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1
10,3252,1,83,4176,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0
18,4371,1,69,3078,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1
16,1801,1,99,5664,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0
17,2318,1,61,3039,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1
20,3721,1,68,3474,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0
15,913,1,61,5925,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0
9,1962,1,80,5800,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1
10,4582,1,52,2876,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0
4,1177,1,94,4003,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0
2,2281,1,84,5965,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1
18,1599,1,71,2257,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1
8,416,1,93,2763,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1
16,268,1,100,3125,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
16,4023,1,73,3831,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0
19,3131,1,50,4886,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1
13,3029,1,82,2870,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
15,3752,1,68,3840,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0
19,739,1,93,4193,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
17,4904,1,100,3702,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0
16,840,1,98,3343,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
9,2138,1,72,4966,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0
1,2793,1,78,4592,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0
8,1015,1,67,4809,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
8,397,1,71,2917,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1
2,3882,1,66,2926,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1
7,2879,1,61,2612,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1
10,3457,1,55,4443,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1
8,4308,1,64,2380,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0
7,2710,1,55,4003,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0
2,4598,1,83,5579,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0
2,2379,1,90,3068,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0
6,1482,1,98,5213,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0
7,1601,1,96,3701,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
8,4954,1,95,2899,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0
7,538,1,70,2288,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0
15,3346,1,92,2355,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
1,1685,1,51,3066,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1
8,541,1,92,3616,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
8,4476,1,73,2716,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
17,2515,1,53,3321,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0
20,1816,1,80,3151,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0
9,3348,1,97,5845,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1
6,3819,1,89,4970,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0
20,342,1,97,4547,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1
14,2627,1,95,4450,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1
12,4486,1,51,3214,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1
17,1819,1,90,4267,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
16,2431,1,55,2541,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
11,4119,1,100,3066,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0
19,1294,1,64,2771,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0
5,2887,1,89,3232,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1
19,1420,1,74,3319,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
16,4846,1,83,5003,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
18,1063,1,52,3514,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0
12,1821,1,66,4420,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1
13,4667,1,92,3430,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0
4,4824,1,56,4243,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0
4,2761,1,89,2386,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0
11,2437,1,57,4574,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0
20,3553,1,98,4749,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0
1,183,1,95,2819,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
8,533,1,79,4650,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
5,545,1,94,4984,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
7,3819,1,80,4404,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0
13,1413,1,90,2472,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0
20,1649,1,93,4087,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0
20,1395,1,87,3151,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9,400,1,85,2721,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
18,2064,1,75,3478,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0
17,4917,1,62,4459,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
1,2202,1,84,2901,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0
10,4058,1,96,3048,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0
8,1894,1,76,2500,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1
14,2241,1,56,5271,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
13,2084,1,92,5831,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0
9,180,1,97,3857,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0
8,247,1,54,3439,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1
4,4060,1,56,5115,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
9,3875,1,65,5226,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
6,3120,1,99,2288,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1
20,736,1,79,4281,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
20,4815,1,55,5035,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1
20,782,1,58,5120,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0
19,1557,1,61,5638,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0
11,1260,1,81,4855,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0
14,2704,1,52,3729,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0
1,4418,1,96,3981,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
14,2219,1,84,5087,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
14,3149,1,69,3992,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0
15,593,1,97,5275,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1
11,2998,1,96,2826,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2,4349,1,57,5499,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0
19,3205,1,81,2825,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
5,2236,1,87,4580,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1
8,1941,1,60,2393,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,0
2,655,1,64,5272,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0
10,1883,1,89,4514,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0
10,946,1,63,4338,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1
12,3246,1,52,3377,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
19,2073,1,69,4940,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1
2,3102,1,61,2984,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1
1,1375,1,91,3229,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0
3,4425,1,83,5297,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1
3,3505,1,97,3033,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
5,3697,1,98,2995,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0
2,1352,1,73,5800,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0
5,3756,1,77,3764,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
13,199,1,70,3032,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1
19,1999,1,95,3936,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
14,728,1,98,5100,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0
15,4863,1,59,2905,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0
19,2162,1,95,4022,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
5,1014,1,83,3192,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0
12,2199,1,80,5132,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1
2,2693,1,62,3504,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
8,3259,1,57,5566,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1
10,478,1,66,3632,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0
13,3505,1,93,3296,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
6,245,1,54,5801,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0
10,3372,1,74,3144,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
6,828,1,53,5626,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
15,864,1,95,2363,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1
13,1880,1,95,4614,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1
8,3080,1,99,3292,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
5,2455,1,58,3294,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0
14,2369,1,84,5810,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
14,2618,1,96,2379,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
18,4009,1,50,5346,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
9,4094,1,86,4529,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0
5,802,1,52,5545,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1
2,1816,1,95,5622,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0
8,4300,1,80,2729,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1
2,4383,1,67,4471,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0
14,2115,1,79,5256,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
14,3519,1,77,2507,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1
1,2498,1,96,4940,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1
15,2948,1,62,4517,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0
13,4846,1,87,2684,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1
14,3470,1,81,3376,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0
11,3169,1,60,5396,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1
19,2685,1,87,2556,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
2,4236,1,69,4121,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0
18,2965,1,65,2241,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1
9,453,1,58,3497,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1
7,3648,1,67,4968,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1
1,2647,1,64,2642,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1
5,4102,1,71,5960,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1
7,2070,1,64,4920,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0
17,1355,1,91,3466,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1
14,3253,1,58,5076,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1
17,673,1,72,3083,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1
16,3535,1,82,3116,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0
5,1883,1,81,5079,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
12,1016,1,70,3215,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1,3387,1,64,4863,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1
15,4394,1,73,3385,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1
8,3080,1,68,4799,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0
20,4389,1,97,5039,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0
20,1339,1,60,4288,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
13,3262,1,70,2456,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1
8,1039,1,61,3303,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1
13,1781,1,68,3215,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
9,3628,1,69,4182,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1
13,4704,1,82,4596,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
15,988,1,53,4734,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1
12,4093,1,64,2266,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1
8,3529,1,51,4108,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1
12,4973,1,67,5779,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
13,3853,1,75,2761,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
11,3530,1,94,5649,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
18,3164,1,95,5263,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
17,3317,1,73,5045,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
9,4463,1,54,2335,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0
16,3220,1,96,5526,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1
15,3954,1,70,3766,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0
4,2362,1,62,4444,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
20,421,1,81,3039,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
20,1038,1,51,3996,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1
11,2560,1,92,3546,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0
18,784,1,50,5060,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1
19,2366,1,82,5312,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1
20,4696,1,58,5550,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0
16,4706,1,75,3513,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0
20,3610,1,100,3577,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1
6,4213,1,82,3780,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1
15,2479,1,70,5798,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1
7,1031,1,90,2615,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1
16,160,1,91,5884,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1
16,2474,1,53,5900,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1
20,2322,1,99,3891,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1
10,4206,1,93,2803,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
6,2362,1,58,3055,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0
18,4752,1,67,2555,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1
14,2269,1,65,5875,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0
4,4636,1,63,5543,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1
14,253,1,68,3649,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
12,3078,1,77,2282,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0
20,1121,1,64,5976,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
10,2505,1,56,2338,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
10,2300,1,63,2761,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1
20,250,1,78,5930,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0
2,1152,1,84,3776,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1
1,1242,1,99,5632,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
9,4534,1,56,3433,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0
20,2724,1,71,5110,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0
3,3142,1,77,3050,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
8,2480,1,99,3759,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1
16,866,1,90,5113,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1
1,3504,1,63,4632,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1
14,3503,1,89,5235,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1
17,402,1,60,5624,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1
20,3317,1,82,3008,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1
4,2097,1,55,4231,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1
20,3223,1,67,4062,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
4,2195,1,73,2494,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1
11,3355,1,100,3287,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1
17,1811,1,63,5096,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5,3181,1,65,2695,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0
8,306,1,77,2947,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1
9,3219,1,61,5236,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0
16,4189,1,55,4175,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1
19,3722,1,71,2398,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0
16,2878,1,90,3599,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
18,4084,1,80,4156,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
5,255,1,64,4849,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1
12,1244,1,55,4248,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
10,3519,1,52,3301,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
13,2399,1,58,5443,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0
11,4070,1,80,3300,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0
12,4075,1,97,4082,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1
18,2852,1,75,4130,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0
19,2851,1,87,3954,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0
16,1903,1,81,2752,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
12,2565,1,64,4810,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0
11,1170,1,69,4740,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1
11,2803,1,69,2308,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0
11,1363,1,71,3998,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1
13,4194,1,56,4432,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0
7,2243,1,82,3698,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0
16,4577,1,69,5785,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0
10,1962,1,91,3960,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0
15,893,1,52,2474,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0
6,569,1,75,3436,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1
8,2258,1,54,4664,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1
14,2171,1,68,3443,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
1,2116,1,67,4049,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1
3,2095,1,86,5094,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1
17,4683,1,86,5127,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
20,4259,1,55,4189,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0
6,573,1,60,2774,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
13,3109,1,95,4176,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1
9,3642,1,58,3743,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0
18,2336,1,78,4909,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0
9,4462,1,98,3837,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1
13,4008,1,62,4488,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1
15,2982,1,54,5845,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
13,4841,1,56,3012,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1
18,1961,1,67,4080,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1
2,4117,1,78,3195,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0
5,1225,1,89,2370,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
14,1135,1,95,4887,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0
11,864,1,61,3091,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1
19,4371,1,56,2235,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
6,2768,1,98,2904,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0
2,4484,1,78,3887,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0
14,3137,1,64,2868,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
10,213,1,62,3147,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,4423,1,94,4104,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1
5,3345,1,61,4533,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1
7,1795,1,73,4960,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1
6,4070,1,80,3459,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1
2,4837,1,98,4121,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,1
2,774,1,65,3555,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0
18,4412,1,76,3571,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1
2,980,1,98,3168,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
10,1125,1,93,5918,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
1,4715,1,53,4869,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0
11,3538,1,57,3163,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
12,368,1,67,5359,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
7,4836,1,93,3647,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1
20,3059,1,63,2920,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0
15,4342,1,52,5737,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0
14,2999,1,95,3876,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
5,2866,1,99,2348,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
19,2839,1,84,4247,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1
12,193,1,82,5861,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
5,3825,1,59,2504,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1
17,2031,1,51,2935,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
20,2884,1,64,2727,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1
10,1123,1,96,5722,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
14,2226,1,64,4023,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1
18,2540,1,93,4984,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
20,3451,1,52,4289,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1
5,4789,1,56,4588,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
